Novice
------
ASKimZ, 10
Elffers, 7
sotoseattle, 5
deirdre, 2
Cynicman, 0
Hobogrammer, 0
ArgonCode, 0
catfriend99, 0
cvetand, 0

Open
----
dodosan, 8
kerrizor, 4
kushali, 1
jmeowmeow, 0
zenspider, 0
sprestage, 0
cthulhua, 0


